,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi
967,1181,Guntur,Sattenapalli,Pedamakkena,16.75,80.39,Black soil,8.28,0.23,0.36,5.1,173,7540,918,12.68,1.33,1.00,5.33,1.18,3.96,Cotton,0.03133665833612257
968,1182,Guntur,Sattenapalli,Pedamakkena,16.74,80.39,Black soil,8.0,1.26,0.45,11.9,216,7070,1011,103.74,0.84,1.37,5.4,1.33,4.4,Cotton,0.03417310325912933
969,1183,Guntur,Sattenapalli,Pedamakkena,16.73,80.39,Black soil,8.15,1.17,0.50,21.8,214,6556,1256,85.87,1.17,2.39,6.72,1.32,5.49,Cotton,0.030657043210196744
970,1184,Guntur,Sattenapalli,Pedamakkena,16.72,80.42,Black soil,8.17,0.42,0.54,13.2,455,7063,1005,33.95,0.53,1.50,5.56,1.37,4.94,Cotton,0.024740551040938905
971,1185,Guntur,Sattenapalli,Pedamakkena,16.73,80.43,Black soil,8.2,0.25,0.40,7.7,211,6458,816,14.86,0.31,1.15,5.98,1.44,5.38,Cotton,0.026842273970488852
972,1186,Guntur,Sattenapalli,Pedamakkena,16.73,80.43,Black soil,8.0,0.41,0.42,15.2,337,6525,871,23.92,6.03,1.53,6.12,1.34,7.56,Cotton,0.026842273970488852
973,1187,Guntur,Sattenapalli,Pedamakkena,16.7,80.4,Black soil,8.17,0.22,0.53,9.9,223,7098,891,9.28,1.16,0.99,3.83,1.16,4.53,Chilli,0.027416040262831638
974,1188,Guntur,Sattenapalli,Pedamakkena,16.71,80.42,Black soil,8.14,0.31,0.43,10.4,250,7672,1232,28.84,0.55,1.25,6.76,1.2,7.03,Chilli,0.022666010099015952
975,1189,Guntur,Sattenapalli,Pedamakkena,16.71,80.42,Black soil,8.15,0.2,0.31,6.2,211,8011,1148,9.07,0.7,0.88,4.84,1.09,3.96,Chilli,0.022666010099015952
976,1190,Guntur,Sattenapalli,Pedamakkena,16.71,80.41,Black soil,8.3,0.24,0.39,15.4,198,6896,1076,12.76,0.71,1.35,7.08,1.24,5.55,Chilli,0.02145512613833189
977,1191,Guntur,Sattenapalli,Pedamakkena,16.75,80.41,Black soil,8.4,0.21,0.64,40.9,206,6624,1148,16.52,1.54,1.71,14.9,2.57,5.1,Chilli,0.03347433700887926
978,1192,Guntur,Sattenapalli,Rentapalla,16.49,80.13,Black soil,8.42,0.2,0.44,10.1,243,4942,394,12.80,0.33,0.95,1.77,1.33,3.72,Cotton,0.01521578848556736
979,1193,Guntur,Sattenapalli,Rentapalla,16.46,80.14,Black soil,8.34,0.26,0.46,9.4,179,6578,480,15.49,0.51,0.97,1.32,1.39,3.53,Chilli,0.01421319201053026
980,1194,Guntur,Sattenapalli,Rentapalla,16.46,80.13,Black soil,8.35,0.6,0.49,27.7,241,5862,850,26.40,0.86,1.35,4.61,1.37,8.53,Chilli,0.01410182608132588
981,1195,Guntur,Sattenapalli,Rentapalla,16.5,80.12,Black soil,8.42,0.2,0.35,7.1,232,6423,646,11.20,0.29,0.91,1.74,0.96,2.29,Cotton,0.014807508117127591
982,1196,Guntur,Sattenapalli,Rentapalla,16.49,80.12,Black soil,8.38,0.2,0.33,3.8,216,7396,909,10.29,0.33,1.16,3.18,1.01,3.9,Cotton,0.0154870366246443
983,1197,Guntur,Sattenapalli,Rentapalla,16.46,80.12,Black soil,8.38,0.62,0.42,13.9,216,6393,1029,39.40,0.32,1.64,6.05,1.38,6.61,Chilli,0.015156614148067245
984,1198,Guntur,Sattenapalli,Rentapalla,16.48,80.12,Black soil,8.27,0.21,0.46,11.1,210,6333,483,14.01,0.43,1.00,3.12,1.34,8.56,Chilli,0.015373886816629885
985,1199,Guntur,Sattenapalli,Rentapalla,16.48,80.13,Black soil,8.86,0.29,0.30,3.8,191,5736,473,6.70,0.32,1.00,4.04,0.89,3.94,Cotton,0.014068175217043016
986,1200,Guntur,Sattenapalli,Rentapalla,16.48,80.12,Black soil,8.32,0.21,0.45,7.0,128,5179,366,12.32,0.47,0.95,2.81,1.5,4.64,Chilli,0.015373886816629885
987,1201,Guntur,Sattenapalli,Rentapalla,16.46,80.14,Black soil,8.11,0.65,0.58,22.0,248,5780,537,28.97,0.76,1.28,2.45,1.87,14.48,Cotton,0.01421319201053026
988,1202,Guntur,Sattenapalli,Rentapalla,16.49,80.13,Black soil,8.22,0.23,0.60,7.6,272,5984,386,12.74,0.7,0.79,3.75,1.82,4.96,Chilli,0.01521578848556736
989,1203,Guntur,Sattenapalli,Rentapalla,16.49,80.12,Black soil,8.32,0.19,0.25,2.3,105,6414,332,17.69,0.3,0.74,3.83,1.28,5.04,Chilli,0.0154870366246443
990,1204,Guntur,Sattenapalli,Rentapalla,16.48,80.13,Black soil,8.3,0.3,0.26,20.4,324,2613,213,17.73,0.62,0.85,2.76,1.17,7.59,Chilli,0.014068175217043016
991,1205,Guntur,Sattenapalli,Rentapalla,16.48,80.15,Black soil,8.32,0.66,0.48,21.8,246,4398,548,47.74,0.74,1.30,3.79,1.72,6.68,Chilli,0.013894955122488966
992,1206,Guntur,Sattenapalli,Rentapalla,16.48,80.13,Black soil,8.62,0.42,0.30,4.7,240,6741,896,22.03,0.51,1.45,6.16,1.16,4.3,Chilli,0.014068175217043016
993,1207,Guntur,Sattenapalli,Rentapalla,16.48,80.12,Black soil,8.28,0.29,0.49,17.0,232,4483,397,22.17,0.94,0.96,3.98,1.93,5.91,Cotton,0.015373886816629885
994,1208,Guntur,Sattenapalli,Rentapalla,16.48,80.12,Black soil,8.32,0.31,0.52,16.2,232,4539,403,21.21,0.9,0.92,3.93,1.88,5.36,Chilli,0.015373886816629885
995,1209,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,9.13,1.21,0.27,5.47,242,2748,660,82.19,0.44,4.21,11.56,1.95,13.28,Cotton,0.024045163795618312
996,1210,Kadapa,B Mattam,Choudaryvaripalli,14.82,78.97,Black,8.86,0.38,0.46,12.12,353,3048,908,15.89,0.45,2.57,11.58,1.49,13.4,Cotton,0.02380502110083827
997,1211,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.75,0.39,0.72,21.41,194,3596,651,19.2,0.58,1.88,27.66,2.47,8.27,Cotton,0.023919307122900108
998,1212,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,9.18,1.08,0.25,6.06,238,2823,678,86.49,0.38,4.56,10.54,1.75,12.32,Cotton,0.023919307122900108
999,1213,Kadapa,B Mattam,Choudaryvaripalli,14.82,78.97,Black,8.91,0.4,0.46,11.24,340,3052,906,14.79,0.48,2.36,12.82,1.49,13.09,Cotton,0.02380502110083827
1000,1214,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.32,0.67,0.81,24.37,342,3088,573,56.31,1.12,2.14,26.98,3.21,10.99,Sunflower,0.023919307122900108
1001,1215,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.82,0.4,0.34,6.34,287,3267,818,21.2,0.46,1.82,11.44,2.09,13.16,Sunflower,0.023919307122900108
1002,1216,Kadapa,B Mattam,Choudaryvaripalli,14.86,78.96,Black,8.95,0.45,0.4,8.24,319,3290,952,15.71,0.48,2.48,12.18,1.51,12.12,Cotton,0.022215388719509895
1003,1217,Kadapa,B Mattam,Choudaryvaripalli,14.85,78.96,Black,8.5,0.71,0.76,34.53,244,3375,686,103.08,1.11,2.15,42.66,3.38,11.98,Cotton,0.02275890056755929
1004,1218,Kadapa,B Mattam,Choudaryvaripalli,14.85,78.96,Black,8.73,0.57,0.57,19.9,291,3398,812,55.59,0.94,2.15,26.58,2.6,12.64,Cotton,0.02275890056755929
1005,1219,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.95,0.47,0.4,8.12,312,3321,960,14.63,0.39,2.31,12.87,1.38,11.42,Cotton,0.023919307122900108
1006,1220,Kadapa,B Mattam,Choudaryvaripalli,14.85,78.96,Black,8.2,0.54,0.93,35.36,302,3592,548,52.03,1.18,1.82,34.21,3.34,8.44,Sunflower,0.02275890056755929
1007,1221,Kadapa,B Mattam,Choudaryvaripalli,14.85,78.97,Black,8.71,0.56,0.63,11.28,159,3121,532,42.05,0.99,1.88,17.34,1.98,12.2,Cotton,0.02291714719122065
1008,1222,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,8.75,0.47,0.64,16.71,174,3297,591,28.2,0.78,1.81,22.0,2.19,10.2,Cotton,0.024045163795618312
1009,1223,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,8.53,0.69,0.73,36.64,253,3381,710,90.32,1.29,2.02,45.9,3.45,11.66,Cotton,0.024045163795618312
1010,1224,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.94,Black,8.07,0.22,0.6,31.32,252,2817,535,14.54,0.54,1.45,34.0,3.07,14.26,Cotton,0.019451250761555846
1011,1225,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.95,Black,8.28,0.72,0.79,21.47,324,3001,556,77.3,1.07,2.08,34.96,3.19,12.45,Cotton,0.021460782677723212
1012,1226,Kadapa,B Mattam,Choudaryvaripalli,14.82,78.97,Black,8.33,0.36,0.57,22.52,242,3434,572,21.53,0.67,1.44,27.47,2.53,11.87,Sunflower,0.02380502110083827
1013,1227,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.96,Black,8.18,0.27,0.4,6.84,277,3289,960,10.93,0.45,1.41,9.36,1.38,15.71,Cotton,0.02255786508731332
1014,1228,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.34,0.23,0.31,2.37,320,4813,1282,11.99,0.34,1.4,9.06,1.29,10.28,Cotton,0.023919307122900108
1015,1229,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.93,0.58,0.3,6.4,176,2656,607,53.05,0.47,2.1,11.09,1.55,14.7,Cotton,0.023919307122900108
1016,1230,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.65,0.91,0.68,33.02,145,2496,349,100.28,1.08,2.59,70.83,1.96,13.7,Cotton,0.023919307122900108
1017,1231,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,8.8,0.63,0.59,15.65,910,3208,1129,29.79,0.51,3.41,4.61,1.16,10.18,Cotton,0.023919307122900108
1018,1232,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,8.55,1.17,0.81,17.42,274,3213,1109,127.12,0.71,2.86,39.99,3.09,27.41,Cotton,0.024045163795618312
1019,1233,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,8.95,0.45,0.29,5.16,203,3100,736,24.38,0.68,2.15,12.96,1.91,15.03,Sunflower,0.024045163795618312
1020,1234,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,6.76,0.09,0.21,2.94,80,741,186,3.16,0.29,0.2,12.21,0.76,9.53,Cotton,0.024045163795618312
1021,1235,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.95,Black,6.1,0.03,0.16,4.1,36,443,169,2.05,0.32,0.17,15.18,1.21,12.13,Cotton,0.02145098551650365
1022,1236,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,6.5,0.14,0.19,21.34,63,571,252,5.54,0.43,0.21,13.71,0.65,9.36,Cotton,0.024045163795618312
1023,1237,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,5.11,0.05,0.12,2.99,27,372,109,4.47,0.17,0.37,9.55,0.41,13.52,Sunflower,0.023919307122900108
1024,1238,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,7.9,0.17,0.62,9.84,118,2037,348,6.15,0.32,0.58,5.8,0.88,5.48,Sunflower,0.023919307122900108
1025,1239,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.97,Black,7.17,0.05,0.17,5.37,30,393,120,1.54,0.29,0.23,8.08,0.43,5.75,Cotton,0.023919307122900108
1026,1240,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.98,Black,8.2,0.22,1.11,39.82,147,2317,499,9.24,4.29,1.59,6.12,1.15,1.92,Cotton,0.024857950539679683
1027,1241,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.94,Black,8.03,0.12,0.13,11.93,51,830,211,4.25,0.25,0.21,9.32,0.74,6.89,Cotton,0.019451250761555846
1028,1242,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.94,Black,8.4,0.1,0.21,14.72,94,1177,173,1.62,0.29,0.32,3.38,0.45,3.13,Cotton,0.019451250761555846
1029,1243,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.94,Black,8.21,0.2,0.82,29.21,238,2283,503,7.29,0.87,0.88,9.18,1.37,11.68,Cotton,0.019451250761555846
1030,1244,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.94,Black,6.9,0.11,0.31,8.87,86,518,181,3.42,0.56,0.35,12.28,1.01,10.86,Cotton,0.019451250761555846
1031,1245,Kadapa,B Mattam,Choudaryvaripalli,14.83,78.97,Black,8.3,0.28,0.77,42.05,251,2186,553,9.92,0.59,0.87,4.86,0.62,3.25,Cotton,0.024045163795618312
1032,1246,Kadapa,B Mattam,Choudaryvaripalli,14.85,78.97,Black,9.05,25.2,0.37,9.03,99,1874,120,447.88,0.33,7.89,4.52,0.84,6.4,Sunflower,0.02291714719122065
1033,1247,Kadapa,B Mattam,Choudaryvaripalli,14.84,78.96,Black,8.54,1.08,0.45,17.76,134,2700,366,61.97,0.59,1.76,14.68,1.6,17.54,Cotton,0.02255786508731332
1034,1248,Kadapa,B Mattam,Choudaryvaripalli,14.85,78.97,Black,9.78,1.05,0.5,28.81,112,2260,462,53.24,0.85,2.92,48.24,2.3,21.24,Cotton,0.02291714719122065
1035,1249,Kadapa,B Mattam,Dirasavancha,14.73,78.98,Red,8.6,0.37,0.68,22.94,231,3056,1259,19.84,0.51,2,20.71,1.81,9.9,Maize,0.024321757603744512
1036,1250,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.32,0.21,0.6,8.04,346,3304,628,10.66,0.51,1.32,5.08,1.39,15.65,Paddy,0.02699442824863641
1037,1251,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.16,1.62,0.62,22.81,236,2874,1293,115.9,0.68,1.81,27.89,2.2,9.37,Paddy,0.02699442824863641
1038,1252,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.32,0.4,0.57,43.02,400,3416,809,20.76,0.55,1.86,16.34,1.59,17.36,Cotton,0.02699442824863641
1039,1253,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.55,0.32,0.65,17.44,232,3116,943,25.83,0.4,1.82,26.9,1.74,11.61,Paddy,0.02699442824863641
1040,1254,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.31,2.66,0.39,7.35,96,2457,500,166.74,0.28,1.58,8.8,0.95,12.0,Sunflower,0.02699442824863641
1041,1255,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.5,0.22,0.5,12.08,133,2458,566,10.33,0.66,1.2,13.11,1.69,41.46,Chilly,0.02699442824863641
1042,1256,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.0,0.21,0.84,12.44,344,1557,301,13.7,1.05,1.88,5.73,1.11,42.04,Cotton,0.02699442824863641
1043,1257,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.51,0.62,0.51,13.8,151,2384,502,9.81,0.86,1.28,13.65,1.4,32.69,Mirchi,0.02699442824863641
1044,1258,Kadapa,B Mattam,Dirasavancha,14.74,78.01,Red,8.02,0.5,1.05,9.92,345,3547,336,32.69,0.86,1.79,2.8,1.61,31.45,Sunflower,0.12105714241774704
1045,1259,Kadapa,B Mattam,Dirasavancha,14.74,78.01,Red,8.41,0.37,0.82,32.59,134,2797,587,29.57,0.54,1.56,19.2,1.62,14.44,Chilly,0.12105714241774704
1046,1260,Kadapa,B Mattam,Dirasavancha,14.74,78.01,Red,8.32,0.28,0.79,47.58,226,2717,525,13.81,0.7,2.06,11.54,1.55,17.86,Cotton,0.12105714241774704
1047,1261,Kadapa,B Mattam,Dirasavancha,14.74,78.01,Red,8.25,0.93,0.65,14.25,172,2870,832,50.91,0.43,1.59,11.03,1.47,18.82,Paddy,0.12105714241774704
1048,1262,Kadapa,B Mattam,Dirasavancha,14.73,79.01,Red,8.3,0.22,0.62,14.04,146,2874,495,27.55,0.58,1.01,14.74,1.69,24.26,Cotton,0.02660311612981444
1049,1263,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.68,0.46,0.6,21.85,161,2703,527,42.47,0.58,1.61,21.54,1.72,14.83,Cotton,0.02699442824863641
1050,1264,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.69,0.19,0.91,19.29,451,2802,763,10.05,0.46,2.04,12.24,1.59,19.42,Cotton,0.02699442824863641
1051,1265,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.78,0.23,0.81,13.67,229,2523,875,9.34,0.52,2.57,24.56,2.09,14.84,Paddy,0.02699442824863641
1052,1266,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,9.2,0.58,0.63,28.51,187,2282,710,60.58,0.47,3.32,35.51,2.04,20.71,Cotton,0.02699442824863641
1053,1267,Kadapa,B Mattam,Dirasavancha,14.74,78.98,Red,8.87,0.76,0.78,39.49,200,2402,726,53.57,0.49,3.08,24.29,1.82,15.78,Cotton,0.02484643570775621
1054,1268,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,9.44,0.7,0.59,27.52,224,2296,578,41.65,0.51,2.72,18.88,1.77,20.91,Paddy,0.02699442824863641
1055,1269,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.3,0.23,0.76,31.99,164,3025,850,10.21,0.63,1.87,20.86,1.79,15.99,Chilly,0.02699442824863641
1056,1270,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.38,0.31,0.82,22.53,144,3048,836,16.25,0.77,1.73,25.16,1.98,14.98,Cotton,0.02699442824863641
1057,1271,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.57,0.16,0.47,6.58,204,4449,564,10.8,0.32,1.29,8.94,1.58,13.95,Cotton,0.02699442824863641
1058,1272,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.61,0.24,0.65,34.62,333,2632,1091,13.47,0.61,2.06,14.57,1.5,7.28,Cotton,0.02699442824863641
1059,1273,Kadapa,B Mattam,Dirasavancha,14.75,79.01,Red,8.11,1.21,0.7,23.17,268,3060,1153,50.56,0.81,1.59,9.95,1.56,14.87,Cotton,0.02699442824863641
1060,1274,Kadapa,B Mattam,Godlaveedu,14.84,78.98,Black,8.7,0.56,0.5,18.4,138,1533,371,21.29,0.44,2,29.19,2.78,21.17,Paddy,0.024682098580784368
1061,1275,Kadapa,B Mattam,Godlaveedu,14.84,78.98,Black,8.35,0.84,0.42,19.57,162,1892,800,29.17,0.78,3.23,25.87,2.38,15.99,Paddy,0.024682098580784368
1062,1276,Kadapa,B Mattam,Godlaveedu,14.84,78.98,Black,8.15,0.18,0.39,16.88,239,1805,114,4.32,0.55,0.75,3.11,0.86,9.77,Paddy,0.024682098580784368
1063,1277,Kadapa,B Mattam,Godlaveedu,14.84,78.98,Black,8.71,0.73,0.39,12.31,154,2360,575,41.37,0.7,2.31,30.59,2.39,26.5,Cotton,0.024682098580784368
1064,1278,Kadapa,B Mattam,Godlaveedu,14.84,78.98,Black,8.45,0.81,0.55,19.15,175,2428,650,61.59,1.06,3.17,34.59,3.23,16.91,Cotton,0.024682098580784368
1065,1279,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.46,3.51,0.64,55.18,215,1978,484,290.41,1.19,3.79,33.0,2.44,24.02,Paddy,0.023919307122900108
1066,1280,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,9.02,1.36,0.6,54.2,1317,1672,146,56.68,2.12,2.87,3.34,1.92,27.71,Cotton,0.023919307122900108
1067,1281,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.5,0.52,0.65,13.28,247,2195,393,24.79,0.81,2.26,7.94,1.83,25.72,Cotton,0.023919307122900108
1068,1282,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.52,0.79,0.52,18.84,207,3413,950,54.45,1.07,3.32,29.38,3.74,17.18,Cotton,0.023919307122900108
1069,1283,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.65,0.62,0.4,8.66,166,1853,783,24.29,0.52,2.67,25.82,3.17,26.07,Cotton,0.023919307122900108
1070,1284,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.63,0.45,0.15,14.17,149,2085,194,17.56,0.7,0.83,4.31,1.35,16.82,Cotton,0.023919307122900108
1071,1285,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.42,0.61,0.5,13.82,199,2154,824,26.4,1.61,3.51,27.72,4.52,14.51,Cotton,0.023919307122900108
1072,1286,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.35,2.94,0.72,55.92,192,1441,394,278.59,1.61,4.3,53.36,3.47,19.92,Cotton,0.023919307122900108
1073,1287,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.45,0.92,0.57,41.5,196,1843,716,60.89,3.12,4.36,60.14,3.11,15.73,Cotton,0.023919307122900108
1074,1288,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,7.8,0.36,0.37,12.15,183,1571,302,13.21,0.6,0.86,8.16,1.94,33.89,Cotton,0.024045163795618312
1075,1289,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.65,0.92,0.54,17.14,146,2143,1014,48.49,0.59,4.93,21.87,2.12,16.43,Cotton,0.024045163795618312
1076,1290,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.68,0.41,0.27,4.65,188,2145,621,15.3,0.32,1.55,10.06,1.49,14.58,Cotton,0.024045163795618312
1077,1291,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.46,0.4,0.36,9.63,222,2369,656,17.17,1.43,2.13,23.62,2.28,24.21,Cotton,0.024045163795618312
1078,1292,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.1,0.75,0.39,6.26,246,2476,446,27.02,0.63,1.57,4.89,1.65,19.14,Paddy,0.024045163795618312
1079,1293,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Black,8.06,0.7,0.63,6.42,260,1836,521,28.59,0.89,2.64,11.05,2.6,21.49,Cotton,0.023919307122900108
1080,1294,Kadapa,B Mattam,Godlaveedu,14.82,78.97,Red Sandy,8.25,0.61,0.55,9.69,187,2361,597,30.33,0.8,2.19,4.39,1.53,17.8,Cotton,0.02380502110083827
1081,1295,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.3,0.43,0.35,9.59,235,2050,602,17.54,0.63,1.6,23.36,2.46,28.36,Cotton,0.024045163795618312
1082,1296,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.5,0.98,0.36,10.66,177,2039,831,52.25,0.45,4.02,14.73,1.89,16.44,Cotton,0.024045163795618312
1083,1297,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.55,0.35,0.18,17.15,141,2238,148,14.88,0.59,0.45,1.98,1.13,11.68,Cotton,0.024045163795618312
1084,1298,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,7.81,0.37,0.31,9.17,155,1407,382,18.91,0.5,1.14,7.54,1.55,28.26,Paddy,0.024045163795618312
1085,1299,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.55,0.26,0.18,1.66,134,1780,407,4.9,0.22,1.13,6.77,0.96,13.48,Paddy,0.024045163795618312
1086,1300,Kadapa,B Mattam,Godlaveedu,14.83,78.97,Black,8.85,0.77,0.42,14.73,307,1882,368,34.27,0.53,2.65,17.32,2.0,21.57,Cotton,0.024045163795618312
1087,1301,Kadapa,B Mattam,Godlaveedu,14.84,78.98,Black,8.3,0.45,0.23,5.29,128,1868,638,26.87,0.4,2.39,13.79,1.99,17.69,Cotton,0.024682098580784368
1088,1302,Kadapa,B Mattam,Godlaveedu,14.84,78.97,Red Sandy,8.55,0.48,0.48,13.46,153,2186,617,16.55,0.87,2.19,6.47,1.48,30.54,Cotton,0.023919307122900108
1089,1303,Kadapa,B Mattam,Godlaveedu,14.84,78.98,Black,8.1,3.18,0.6,36.6,267,2134,1010,262.68,0.83,5.89,47.91,4.11,26.76,Paddy,0.024682098580784368
1090,1304,Kadapa,B Mattam,Gundapuram,14.82,78.99,Black,8.88,0.82,0.59,12.13,240,3757,984,86.37,0.77,3.47,26.9,2.52,21.61,Cotton,0.024988805662292266
1091,1305,Kadapa,B Mattam,Gundapuram,14.82,78.99,Black,9.68,1.12,0.42,8.32,177,2517,308,43.70,0.61,3.29,8.51,1.38,21.28,Cotton,0.024988805662292266
1092,1306,Kadapa,B Mattam,Gundapuram,14.82,78.99,Black,9.71,1.22,0.28,7.41,178,2164,212,66.51,0.56,3.23,13.27,1.57,23.06,Paddy,0.024988805662292266
1093,1307,Kadapa,B Mattam,Gundapuram,14.82,78.99,Black,9.67,1.0,0.29,4.68,157,2240,284,22.08,0.54,2.33,10.01,1.49,22.86,Paddy,0.024988805662292266
1094,1308,Kadapa,B Mattam,Gundapuram,14.82,78.99,Black,8.45,1.44,0.44,11.42,210,2934,1114,118.6,0.63,3.44,15.98,2.25,12.02,Cotton,0.024988805662292266
1095,1309,Kadapa,B Mattam,Gundapuram,14.81,78.99,Black,8.91,0.41,0.46,8.52,341,3112,928,16.25,0.68,2.74,12.64,1.54,13.84,Paddy,0.02394469609895746
1096,1310,Kadapa,B Mattam,Gundapuram,14.81,78.98,Black,8.55,0.65,0.7,34.06,246,3293,711,117.43,1.34,2.09,46.31,3.53,13.08,Cotton,0.02312290853359623
1097,1311,Kadapa,B Mattam,Gundapuram,14.81,78.98,Black,8.5,0.79,0.73,30.9,236,3465,722,15.23,1.17,2.51,35.89,3.21,13.49,Paddy,0.02312290853359623
1098,1312,Kadapa,B Mattam,Gundapuram,14.82,78.99,Black,8.97,0.39,0.42,11.52,326,3147,932,115.53,0.6,2.33,5.65,1.27,5.83,Paddy,0.024988805662292266
1099,1313,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.45,0.78,0.7,38.2,235,3258,652,101.1,2.47,2.36,42.62,4.52,12.53,Cotton,0.024076810522051368
1100,1314,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.52,0.68,0.69,39.3,250,3325,711,102.26,1.43,2.36,47.75,3.63,12.11,Cotton,0.024076810522051368
1101,1315,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.92,0.46,0.41,10.56,322,3081,895,16.06,0.45,2.59,11.95,1.48,13.01,Paddy,0.024076810522051368
1102,1316,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.51,0.7,0.79,36.93,237,3251,648,106.06,1.2,2.19,44.32,3.42,13.62,Cotton,0.024076810522051368
1103,1317,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.56,0.8,0.5,7.75,152,3164,563,56.5,0.5,2.1,15.02,1.79,19.57,Paddy,0.024076810522051368
1104,1318,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.44,2.15,0.67,15.42,198,2561,782,315.37,0.48,2.7,12.72,1.75,13.42,Cotton,0.024076810522051368
1105,1319,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.45,1.41,0.55,5.45,185,2741,652,143.76,0.44,2.3,12.42,1.51,21.13,Paddy,0.024076810522051368
1106,1320,Kadapa,B Mattam,Gundapuram,14.82,78.98,Black,8.58,0.97,0.56,4.86,179,2651,621,112.27,0.56,2.35,11.86,1.46,20.22,Cotton,0.024076810522051368
