,Latitude,Longitude,District,Mandal,Village,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop
243,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Red,7.32,0.18,0.3,50.0,121.0,657.0,212.0,11.31,1.71,0.56,5.86,0.63,16.75,Tomato
244,12.91,78.36,Chittoor,Santipuram,121.Pedduru,Red,8.0,1.08,0.4,54.0,89.0,937.0,267.0,160.27,1.54,0.54,7.83,1.18,5.78,Cabage
245,12.91,78.35,Chittoor,Santipuram,121.Pedduru,Red,5.92,0.58,0.22,67.4,319.0,500.0,152.0,112.31,0.53,0.38,10.4,0.47,23.0,Tomato
246,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Black,8.19,0.57,0.65,24.0,93.0,2254.0,384.0,71.99,1.37,0.76,38.4,1.77,5.09,Tomato
247,12.91,78.36,Chittoor,Santipuram,121.Pedduru,red,8.06,0.15,0.21,5.2,57.0,2499.0,150.0,3.82,0.27,0.28,3.76,0.72,8.33,Groundnut
248,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Red,8.14,0.49,0.34,25.0,83.0,1006.0,211.0,76.11,1.38,0.45,2.33,0.48,3.36,Groundnut
249,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Black,5.6,0.11,0.37,13.2,103.0,357.0,114.0,7.93,0.76,0.18,38.52,1.17,21.74,Groundnut
250,12.9,78.36,Chittoor,Santipuram,121.Pedduru,Black,7.53,0.83,0.85,64.4,270.0,1528.0,306.0,206.76,1.98,0.7,16.17,0.88,6.01,Potatao
251,12.91,78.36,Chittoor,Santipuram,121.Pedduru,Black,7.93,0.28,0.4,29.4,136.0,1824.0,378.0,7.73,1.0,0.51,7.11,0.98,5.86,Sweetcorn
252,12.91,78.36,Chittoor,Santipuram,121.Pedduru,Black,8.19,0.24,0.42,7.2,105.0,1955.0,368.0,8.84,0.99,0.41,10.37,1.13,10.37,Groundnut
253,12.91,78.35,Chittoor,Santipuram,121.Pedduru,Red,6.15,0.64,0.31,53.2,168.0,734.0,208.0,74.66,1.42,0.43,9.61,0.73,23.98,Potato
254,12.9,78.36,Chittoor,Santipuram,121.Pedduru,Black,7.34,0.22,0.53,22.2,92.0,1108.0,244.0,10.34,0.96,0.52,14.03,0.84,6.13,Potato
255,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Red,7.7,0.26,0.41,37.2,155.0,1057.0,285.0,27.0,2.11,0.47,3.95,0.94,13.18,Cabage
256,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Red,7.18,0.19,0.98,2.6,65.0,1100.0,302.0,11.51,12.72,0.65,12.45,0.65,23.29,Paddy
257,12.91,78.35,Chittoor,Santipuram,121.Pedduru,Red,8.07,0.82,0.5,65.4,120.0,1512.0,368.0,132.66,2.91,0.7,3.91,1.04,13.16,Tomato
258,12.91,78.35,Chittoor,Santipuram,121.Pedduru,Black,7.78,0.21,0.52,32.6,123.0,1206.0,335.0,8.82,1.57,0.71,8.75,0.97,22.26,Groundnut
259,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Black,7.89,0.26,0.43,10.4,171.0,2185.0,298.0,13.92,0.71,0.64,11.8,1.46,19.27,Groundnut
260,12.91,78.35,Chittoor,Santipuram,121.Pedduru,Red,7.33,0.56,0.58,87.2,370.0,1176.0,391.0,33.13,3.09,0.86,8.69,1.25,12.83,Groundnut
261,12.92,78.35,Chittoor,Santipuram,121.Pedduru,Red,6.23,0.06,0.31,2.4,49.0,804.0,189.0,4.53,0.32,0.34,12.44,0.8,18.17,Tomato
262,12.9,78.36,Chittoor,Santipuram,121.Pedduru,Red,7.14,1.99,0.86,3.4,57.0,823.0,180.0,698.15,0.82,0.56,11.48,1.09,11.94,Potato
263,12.91,78.35,Chittoor,Santipuram,121.Pedduru,Red,7.33,0.18,0.39,8.2,40.0,1222.0,296.0,10.14,0.86,0.58,56.79,2.12,5.22,Groundnut
264,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Black,7.91,0.24,0.55,40.0,102.0,1692.0,392.0,9.13,1.54,0.6,3.85,0.96,6.71,Tomato
265,12.91,78.36,Chittoor,Santipuram,121.Pedduru,Black,7.28,1.34,0.65,65.6,303.0,1654.0,444.0,228.74,2.94,0.7,7.4,1.23,17.35,Sweetcorn
266,12.9,78.35,Chittoor,Santipuram,121.Pedduru,Red,7.42,0.29,0.4,110.0,132.0,837.0,277.0,16.53,3.22,0.81,5.87,1.02,17.45,Groundnut
267,12.88,78.44,Chittoor,Santipuram,30.Sonneganipalle,Red,7.99,0.24,0.81,88.8,260.0,2524.0,459.0,16.76,1.94,0.88,24.42,1.74,17.48,Tomato
268,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Red,8.44,0.25,0.41,68.2,46.0,1510.0,424.0,17.69,1.38,0.62,5.4,1.47,6.99,Potato
269,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Black,7.98,0.55,0.62,75.0,94.0,2123.0,458.0,22.77,1.56,0.84,7.92,1.4,3.87,Tomato
270,12.93,78.36,Chittoor,Santipuram,Bellakogilla,Black,8.1,0.6,0.63,120.6,254.0,2673.0,541.0,31.46,1.99,1.14,13.17,1.72,5.66,Groundnut
271,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Red,8.13,0.31,0.73,39.2,151.0,3157.0,556.0,21.95,1.43,1.03,12.31,1.93,11.65,Groundnut
272,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Red,8.02,0.47,0.32,36.0,54.0,2445.0,440.0,29.34,1.13,0.62,2.15,0.79,3.36,Potato
273,12.94,78.36,Chittoor,Santipuram,Bellakogilla,Red,8.1,0.14,0.5,26.2,124.0,2539.0,449.0,5.81,2.23,1.0,6.59,1.45,5.83,Groundnut
274,12.93,78.37,Chittoor,Santipuram,Bellakogilla,Red,7.8,0.85,0.48,84.6,77.0,1465.0,326.0,47.01,0.1,0.87,0.12,0.15,0.08,Groundnut
275,12.94,78.36,Chittoor,Santipuram,Bellakogilla,Red,6.74,0.11,0.5,26.2,135.0,1116.0,356.0,5.84,1.32,0.85,11.5,1.34,17.7,Groundnut
276,12.93,78.36,Chittoor,Santipuram,Bellakogilla,Red,8.34,0.17,0.42,43.8,44.0,1272.0,291.0,16.4,1.7,0.95,28.3,1.01,8.64,Banana
277,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Red,8.0,0.31,0.7,71.8,151.0,1745.0,488.0,20.54,1.77,1.31,3.67,1.29,8.0,Potato
278,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Black,8.13,0.48,0.6,57.8,176.0,2614.0,580.0,36.13,1.94,1.12,6.54,1.3,5.57,Groundnut
279,12.93,78.37,Chittoor,Santipuram,Bellakogilla,Red,8.11,0.28,0.57,69.6,182.0,1505.0,406.0,20.5,2.64,1.02,5.44,1.08,6.2,Potato
280,12.93,78.36,Chittoor,Santipuram,Bellakogilla,Red,8.18,0.48,0.63,85.4,178.0,2364.0,343.0,57.69,2.12,0.98,9.17,1.54,5.55,Mulbarry
281,12.93,78.36,Chittoor,Santipuram,Bellakogilla,Black,8.33,0.26,0.56,91.8,118.0,1786.0,415.0,24.3,1.6,1.01,17.44,1.29,8.3,Potato
282,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Red,7.9,0.78,0.56,65.2,104.0,1810.0,471.0,79.03,1.95,0.83,5.23,1.46,6.77,Groundnut
283,12.93,78.37,Chittoor,Santipuram,Bellakogilla,Red,8.06,0.25,0.4,26.4,90.0,1352.0,385.0,20.94,1.25,0.76,3.88,1.11,5.68,Potato
284,12.93,78.36,Chittoor,Santipuram,Bellakogilla,Black,7.85,0.5,0.4,72.0,129.0,1252.0,380.0,40.53,1.27,0.84,4.4,0.93,4.81,Groundnut
285,12.93,78.36,Chittoor,Santipuram,Bellakogilla,Black,7.67,0.2,0.51,62.8,101.0,1066.0,305.0,13.19,2.13,0.52,8.98,1.14,6.01,Tomato
286,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Red,7.71,0.17,0.28,17.6,39.0,949.0,262.0,6.48,1.06,0.64,10.06,1.0,1.53,Groundnut
287,12.93,78.35,Chittoor,Santipuram,Bellakogilla,Red,7.41,1.12,0.71,116.2,275.0,1794.0,524.0,65.48,3.03,1.1,7.0,1.4,9.07,Potato
288,12.91,78.36,Chittoor,Santipuram,Bendamakuppam,Black,8.04,0.39,0.49,74.4,134.0,1751.0,406.0,35.66,4.15,0.93,12.93,2.95,20.61,Sweetcorn
289,12.91,78.36,Chittoor,Santipuram,Bendamakuppam,Black,7.86,0.22,0.55,35.6,91.0,2134.0,368.0,7.11,1.3,0.82,12.15,1.34,14.65,Groundnut
290,12.91,78.37,Chittoor,Santipuram,Bendamakuppam,Black,6.48,0.61,0.37,78.4,116.0,843.0,367.0,94.42,1.86,0.49,12.52,0.98,25.57,Groundnut
291,12.91,78.35,Chittoor,Santipuram,Bendamakuppam,Red,5.16,0.04,0.17,7.4,44.0,334.0,111.0,2.59,0.4,0.25,10.51,0.4,15.04,Tomato
292,12.9,78.36,Chittoor,Santipuram,Bendamakuppam,Black,7.93,0.32,0.47,60.4,113.0,1255.0,272.0,18.36,2.93,0.65,5.53,1.5,7.94,Potato
293,12.89,78.37,Chittoor,Santipuram,Bendamakuppam,Red,8.3,0.38,0.76,22.6,437.0,3116.0,498.0,34.15,1.6,1.28,6.69,2.04,19.45,Groundnut
294,12.89,78.36,Chittoor,Santipuram,Bendamakuppam,Red,7.85,0.37,0.79,13.6,249.0,2664.0,410.0,13.78,1.39,0.88,9.1,2.07,22.27,Groundnut
295,12.9,78.36,Chittoor,Santipuram,Bendamakuppam,Black,7.83,0.23,0.59,35.8,189.0,1950.0,465.0,11.17,1.25,0.87,8.7,1.44,13.35,Groundnut
296,12.9,78.36,Chittoor,Santipuram,Bendamakuppam,Red,5.7,0.03,0.11,2.4,56.0,757.0,170.0,3.21,0.3,0.26,6.14,1.12,10.03,Groundnut
297,12.91,78.36,Chittoor,Santipuram,Bendamakuppam,Black,7.8,0.19,0.25,37.0,57.0,1586.0,395.0,14.52,1.41,0.51,4.9,1.09,4.61,Chillies
298,12.9,78.36,Chittoor,Santipuram,Bendamakuppam,Red,5.64,0.04,0.2,2.2,55.0,332.0,99.0,3.44,0.5,0.2,14.08,0.57,12.91,Groundnut
299,12.9,78.36,Chittoor,Santipuram,Bendamakuppam,Red,7.55,0.29,0.52,37.4,355.0,1038.0,294.0,11.63,1.71,0.75,6.4,1.08,10.25,Groundnut
300,12.91,78.35,Chittoor,Santipuram,Bendamakuppam,Red,8.21,0.25,0.11,20.2,30.0,1800.0,314.0,13.19,0.68,0.33,3.03,0.44,3.93,Chillies
301,12.91,78.35,Chittoor,Santipuram,Bendamakuppam,Black,8.03,0.2,0.34,5.6,57.0,1883.0,329.0,6.12,0.43,0.49,14.64,1.1,7.39,Tomato
302,12.9,78.35,Chittoor,Santipuram,Bendamakuppam,Black,7.77,0.29,0.78,8.4,260.0,2635.0,350.0,11.85,0.52,0.93,10.36,1.14,16.47,Groundnut
303,12.91,78.37,Chittoor,Santipuram,Bendamakuppam,Red,7.8,0.44,0.56,61.4,219.0,1501.0,401.0,50.16,2.14,1.17,9.51,2.29,20.33,Groundnut
304,12.91,78.35,Chittoor,Santipuram,Bendamakuppam,Red,7.56,0.58,0.48,74.4,258.0,910.0,233.0,25.24,4.35,0.92,10.73,2.03,26.56,Tomato
305,12.9,78.35,Chittoor,Santipuram,Bendamakuppam,Red,7.85,0.67,0.44,30.8,53.0,1493.0,420.0,71.74,1.44,0.95,2.8,0.84,11.54,Groundnut
306,12.9,78.36,Chittoor,Santipuram,Bendamakuppam,Red,8.2,0.24,0.64,10.4,44.0,2126.0,243.0,12.23,0.45,0.33,4.22,0.53,4.28,Jowar
307,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,6.35,0.07,0.31,12.8,56.0,658.0,151.0,3.13,1.54,0.23,10.28,1.01,14.57,Groundnut
308,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Black,6.14,0.51,0.3,44.8,135.0,1616.0,398.0,69.79,1.39,0.44,6.47,1.2,9.18,Groundnut
309,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,8.37,0.17,0.27,20.2,57.0,1354.0,222.0,8.22,1.37,0.47,7.96,1.11,7.9,Tomato
310,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,6.6,0.03,0.13,2.8,50.0,1302.0,211.0,1.65,0.4,0.2,7.68,0.66,7.58,Groundnut
311,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,6.52,0.08,0.42,13.6,56.0,1171.0,301.0,3.55,1.65,0.36,8.09,1.45,16.68,Groundnut
312,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Black,5.69,0.02,0.2,2.2,38.0,711.0,175.0,2.25,0.53,0.25,15.2,0.82,15.24,Groundnut
313,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,8.02,0.13,0.35,33.6,113.0,1284.0,344.0,8.46,1.17,0.54,3.93,0.97,9.72,Mulbarry
314,12.85,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,8.25,0.09,0.3,3.6,46.0,3226.0,330.0,2.66,0.33,0.44,10.39,0.93,3.28,Groundnut
315,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,8.14,0.41,0.83,6.2,137.0,3149.0,529.0,16.17,2.05,1.0,11.5,1.54,3.59,Tomato
316,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,7.25,0.06,0.29,12.8,45.0,56.0,19.0,1.65,1.01,0.31,7.74,1.25,20.4,Mulbarry
317,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Black,5.85,0.06,0.33,1.6,34.0,1046.0,224.0,7.12,0.55,0.35,13.59,1.42,22.47,Groundnut
318,12.87,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,8.26,0.16,0.43,20.4,73.0,1865.0,322.0,7.61,1.79,0.57,6.93,0.94,8.76,Groundnut
319,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,7.98,0.1,0.12,0.8,21.0,2670.0,118.0,1.91,0.26,0.12,3.14,0.24,3.13,Groundnut
320,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Black,8.0,0.11,1.16,11.8,64.0,2247.0,465.0,4.38,1.68,0.65,6.11,1.28,15.41,Mulbarry
321,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,7.7,0.06,0.27,15.6,54.0,785.0,225.0,2.06,1.39,0.31,9.17,0.96,8.84,Groundnut
322,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,8.03,0.1,0.3,23.8,77.0,1777.0,269.0,6.21,1.02,0.36,7.32,1.12,9.98,Groundnut
323,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,5.84,0.04,0.2,2.6,33.0,888.0,234.0,2.22,0.58,0.3,20.54,1.45,32.37,Groundnut
324,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,6.92,0.14,0.45,26.4,54.0,1900.0,445.0,6.47,0.84,0.37,15.86,1.16,10.27,Tomato
325,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,7.98,0.09,0.32,17.2,62.0,1297.0,312.0,3.29,1.0,0.51,4.92,1.16,9.21,Groundnut
326,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Black,6.88,0.12,0.57,12.2,88.0,1766.0,499.0,5.61,1.97,0.53,17.44,1.46,15.14,Groundnut
327,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,8.37,0.14,0.41,4.2,118.0,2552.0,474.0,4.61,0.83,0.62,15.39,1.93,7.78,Groundnut
328,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Black,6.41,0.06,0.25,1.8,45.0,1281.0,417.0,2.68,0.73,0.33,14.14,1.49,27.13,Groundnut
329,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,5.68,0.05,0.28,3.2,47.0,786.0,224.0,3.57,0.55,0.31,12.69,1.0,16.04,Groundnut
330,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,5.47,0.44,1.46,40.4,217.0,1336.0,326.0,32.49,3.89,1.63,27.08,0.89,27.53,Groundnut
331,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,7.0,0.05,0.32,3.6,78.0,1598.0,215.0,3.26,0.58,0.36,7.53,1.07,12.81,Groundnut
332,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Red,8.2,0.11,0.3,4.0,80.0,4451.0,211.0,3.18,0.5,0.49,3.02,0.91,3.13,Groundnut
333,12.86,78.37,Chittoor,Santipuram,Chinnaridoddi,Red,7.63,0.11,0.4,42.0,75.0,1404.0,350.0,6.51,7.46,0.59,8.66,1.12,11.44,Groundnut
334,12.86,78.36,Chittoor,Santipuram,Chinnaridoddi,Rock soil,8.61,0.14,0.93,2.0,103.0,4031.0,351.0,3.58,0.65,0.42,6.96,0.8,3.83,Groundnut
335,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Red,7.17,0.29,0.48,32.8,501.0,2808.0,813.0,39.22,1.87,0.7,7.71,1.24,22.93,Groundnut
336,12.87,78.45,Chittoor,Santipuram,Dandikuppam,Red,7.15,0.13,0.36,35.8,102.0,1064.0,203.0,23.8,2.66,0.4,4.99,1.39,12.63,Groundnut
337,12.87,78.45,Chittoor,Santipuram,Dandikuppam,Red,7.73,0.35,0.57,80.0,137.0,2543.0,755.0,29.55,6.88,1.11,5.03,2.25,12.49,Groundnut
338,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Black,8.46,0.18,0.81,5.2,53.0,1932.0,490.0,10.38,0.45,0.52,26.42,1.19,4.85,Groundnut
339,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Red,5.33,0.04,0.25,2.6,70.0,492.0,111.0,3.08,0.61,0.36,14.39,0.99,19.08,Groundnut
340,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Red,6.75,0.08,0.42,46.0,159.0,1012.0,226.0,4.87,3.15,0.47,8.28,1.2,15.58,Groundnut
341,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Black,6.55,0.06,1.36,15.6,56.0,1061.0,263.0,4.99,0.77,0.42,16.95,1.23,12.93,Groundnut
342,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Black,6.4,0.05,0.48,4.8,54.0,1047.0,258.0,4.84,0.47,0.56,15.51,1.16,20.7,Groundnut
343,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Black,7.28,0.06,0.47,7.0,52.0,1494.0,260.0,2.93,2.2,0.51,11.83,1.55,5.16,Groundnut
344,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Rock soil,7.31,0.14,0.45,21.8,81.0,1119.0,244.0,11.13,1.57,0.53,8.68,0.77,10.25,Groundnut
345,12.87,78.45,Chittoor,Santipuram,Dandikuppam,Black,8.16,0.35,0.56,35.0,138.0,2539.0,669.0,23.86,0.9,0.83,18.4,2.07,6.2,Groundnut
346,12.87,78.37,Chittoor,Santipuram,Dandikuppam,Red,7.54,0.12,0.41,37.0,89.0,1449.0,279.0,8.4,3.16,0.63,11.21,1.6,9.62,Groundnut
347,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Black,7.87,0.28,0.62,34.6,75.0,2051.0,356.0,37.27,1.47,0.73,19.58,1.68,3.7,Groundnut
348,12.88,78.44,Chittoor,Santipuram,Dandikuppam,Red,7.15,0.14,0.28,46.0,123.0,883.0,195.0,17.03,2.09,0.37,6.63,1.03,10.73,Groundnut
349,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Red,6.87,0.1,0.62,8.0,58.0,1365.0,278.0,6.87,0.73,0.42,15.6,1.76,5.5,Groundnut
350,12.88,78.44,Chittoor,Santipuram,Dandikuppam,Red,8.46,0.36,0.1,3.4,35.0,3918.0,1020.0,26.28,0.33,0.28,3.39,0.81,4.06,Groundnut
351,12.88,78.44,Chittoor,Santipuram,Dandikuppam,Red,8.22,0.11,0.38,9.0,64.0,1995.0,432.0,6.53,2.94,0.38,8.14,0.78,4.67,Groundnut
352,12.86,78.45,Chittoor,Santipuram,Dandikuppam,Red,6.76,0.34,0.43,43.2,87.0,1504.0,513.0,38.84,2.48,0.51,8.57,0.66,10.61,Groundnut
353,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Red,7.46,0.07,0.48,35.8,90.0,1402.0,496.0,4.35,1.92,0.66,12.18,1.46,10.22,Sweetcorn
354,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Red,7.63,0.16,0.43,45.2,132.0,1100.0,220.0,12.06,3.2,0.53,7.47,1.08,8.03,Maize
355,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Black,7.35,0.26,0.36,5.2,42.0,1317.0,289.0,50.7,1.13,0.42,32.78,1.72,24.66,Groundnut
356,12.87,78.44,Chittoor,Santipuram,Dandikuppam,-,6.48,0.03,0.09,1.4,39.0,1107.0,228.0,1.76,0.29,0.15,5.74,0.61,11.05,Groundnut
357,12.87,78.43,Chittoor,Santipuram,Dandikuppam,Black,8.01,0.17,0.38,2.6,64.0,1765.0,433.0,16.21,0.41,0.43,8.69,1.18,7.58,Groundnut
358,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Red,5.83,0.05,0.3,1.4,40.0,574.0,179.0,3.63,0.45,0.28,9.7,1.22,16.19,Mango
359,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Red,8.21,0.43,0.62,71.0,127.0,2165.0,516.0,31.25,2.9,0.86,18.14,1.68,7.53,Groundnut
360,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Red,8.27,0.24,0.2,14.2,51.0,2003.0,348.0,19.52,0.53,0.31,3.29,0.56,6.16,Groundnut
361,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Red,8.11,0.29,0.47,23.8,76.0,2107.0,374.0,24.23,2.01,0.6,9.49,1.75,8.38,Groundnut
362,12.87,78.44,Chittoor,Santipuram,Dandikuppam,Red,5.49,0.07,0.25,5.0,47.0,556.0,118.0,2.17,2.08,0.24,15.69,2.07,21.99,Groundnut
363,12.83,78.39,Chittoor,Santipuram,Kadapalle,Red,7.7,0.08,1.15,13.6,86.0,1158.0,307.0,3.21,0.69,0.72,15.35,1.6,10.66,Groundnut
364,12.83,78.38,Chittoor,Santipuram,Kadapalle,Red,5.66,0.05,0.25,2.4,48.0,537.0,147.0,3.58,0.96,0.25,12.51,0.99,25.03,Groundnut
365,12.83,78.39,Chittoor,Santipuram,Kadapalle,Black,7.61,0.13,0.5,31.8,123.0,1699.0,425.0,10.9,0.85,0.78,25.78,2.44,15.3,Tomato
366,12.82,78.39,Chittoor,Santipuram,Kadapalle,Red,5.87,0.04,0.32,6.0,78.0,347.0,98.0,4.57,1.71,0.27,16.16,0.93,18.9,Groundnut
367,12.83,78.39,Chittoor,Santipuram,Kadapalle,Red,7.51,0.1,0.57,15.4,101.0,1106.0,357.0,4.23,1.04,0.63,6.5,0.99,14.45,Groundnut
368,12.83,78.38,Chittoor,Santipuram,Kadapalle,Red,8.37,0.16,0.28,27.8,87.0,1161.0,112.0,3.26,1.05,0.51,4.87,0.86,12.58,Groundnut
369,12.83,78.38,Chittoor,Santipuram,Kadapalle,Rock soil,7.57,0.45,0.58,55.4,161.0,1432.0,413.0,8.71,4.34,0.48,10.02,1.17,18.89,Flowers
370,12.83,78.38,Chittoor,Santipuram,Kadapalle,Red,7.87,0.66,0.65,66.0,82.0,2063.0,376.0,68.85,3.16,0.81,18.01,1.8,13.02,Groundnut
371,12.83,78.38,Chittoor,Santipuram,Kadapalle,Rock soil,7.5,0.35,1.15,23.0,114.0,3185.0,329.0,92.67,1.45,0.65,9.35,1.49,20.96,Groundnut
372,12.83,78.38,Chittoor,Santipuram,Kadapalle,Red,8.0,0.24,0.5,67.4,115.0,2321.0,459.0,31.42,1.11,0.97,8.99,1.83,6.38,Groundnut
373,12.83,78.38,Chittoor,Santipuram,Kadapalle,Rock soil,8.27,0.17,0.41,9.4,111.0,3408.0,579.0,27.85,1.47,0.84,11.77,1.7,14.74,Groundnut
374,12.83,78.38,Chittoor,Santipuram,Kadapalle,Red,8.05,0.1,0.14,10.8,62.0,997.0,191.0,9.72,0.43,0.61,3.84,0.9,6.99,Groundnut
375,12.82,78.38,Chittoor,Santipuram,Kadapalle,Red,7.63,0.17,0.49,46.4,105.0,2509.0,278.0,7.38,3.18,0.26,11.28,1.3,18.31,Groundnut
376,12.81,78.37,Chittoor,Santipuram,Kadapalle,Rock soil,7.9,0.11,0.39,24.2,116.0,2052.0,520.0,27.93,0.91,0.67,9.32,1.22,13.51,Groundnut
377,12.81,78.38,Chittoor,Santipuram,Kadapalle,Black,7.43,0.24,0.73,38.6,92.0,2282.0,729.0,5.4,1.68,0.55,18.33,2.14,6.07,Groundnut
378,12.81,78.38,Chittoor,Santipuram,Kadapalle,Red,8.11,0.35,0.52,68.8,203.0,57.0,11.0,10.54,2.41,0.89,18.03,1.62,6.32,Groundnut
379,12.81,78.38,Chittoor,Santipuram,Kadapalle,Rock soil,7.62,0.21,0.64,59.4,137.0,2153.0,521.0,48.79,1.21,0.76,15.65,1.51,16.02,Groundnut
380,12.81,78.38,Chittoor,Santipuram,Kadapalle,Black,8.2,0.11,0.54,13.6,93.0,2545.0,179.0,26.33,0.85,0.81,16.85,0.87,10.85,Groundnut
381,12.81,78.38,Chittoor,Santipuram,Kadapalle,Black,5.8,0.04,0.28,6.6,106.0,430.0,104.0,4.99,2.93,0.67,17.77,1.52,10.07,Tomato
382,12.81,78.37,Chittoor,Santipuram,Kadapalle,Red,7.15,0.72,0.53,62.4,91.0,1331.0,453.0,2.98,2.39,0.23,6.45,0.63,12.95,Tomato
383,12.81,78.38,Chittoor,Santipuram,Kadapalle,Red,7.06,0.26,0.45,28.0,55.0,1734.0,534.0,120.37,0.67,0.63,16.29,2.25,5.01,Groundnut
385,12.81,78.39,Chittoor,Santipuram,Kadapalle,Black,8.1,0.14,0.42,3.0,40.0,2543.0,446.0,4.57,1.22,0.58,11.54,1.31,9.99,Groundnut
386,12.83,78.38,Chittoor,Santipuram,Kadapalle,Rock soil,8.72,0.18,0.47,41.2,80.0,1475.0,256.0,33.38,1.21,0.56,11.46,1.3,9.9,Jowar
387,12.82,78.39,Chittoor,Santipuram,Kadapalle,Red,7.88,0.08,1.09,1.6,33.0,2594.0,431.0,4.09,0.25,0.23,3.5,0.6,6.54,Beans
388,12.82,78.38,Chittoor,Santipuram,Kadapalle,Red,8.11,0.07,0.44,30.6,44.0,1757.0,397.0,4.27,1.37,0.51,4.11,0.72,9.86,Banana
389,12.82,78.38,Chittoor,Santipuram,Kadapalle,Red,5.7,0.03,0.22,5.4,44.0,579.0,77.0,3.48,0.92,0.23,19.07,1.01,17.11,Tomato
390,12.83,78.38,Chittoor,Santipuram,Kadapalle,Black,7.86,0.22,0.75,54.6,141.0,2232.0,545.0,18.47,3.0,0.83,21.87,2.04,12.37,Groundnut
391,12.84,78.38,Chittoor,Santipuram,Kadapalle,Black,7.7,0.11,0.55,40.8,56.0,1437.0,382.0,5.58,1.42,0.71,13.06,2.2,12.21,Groundnut
392,12.88,78.4,Chittoor,Santipuram,Kenumakulapalle,Black,7.81,0.24,0.81,43.8,130.0,2641.0,617.0,9.96,1.02,0.69,12.05,1.51,10.09,Groundnut
393,12.88,78.4,Chittoor,Santipuram,Kenumakulapalle,red,7.96,0.21,0.67,22.6,83.0,2874.0,580.0,6.06,0.75,0.62,9.3,1.17,5.53,Groundnut
394,12.88,78.4,Chittoor,Santipuram,Kenumakulapalle,Black,7.2,0.07,0.69,19.6,52.0,1010.0,304.0,2.72,1.52,0.37,4.44,1.05,8.39,Groundnut
